premise	hypothesis	label
How can she not be uncertain how she feels?	How can she be sure how she feels?	0
How can she not be unsure how she feels?	How can she not be sure how she feels?	1
How can she not be unsure how she feels?	How can she be unsure how she feels?	1
How can she not be unsure how she feels?	How can she be sure how she feels?	0
We have not little time.	We have not much time.	1
We have not little time.	We have little time.	1
We have not little time.	We have much time.	0
I am not a poor man.	I am not a rich man.	1
I am not a poor man.	I am a poor man.	1
I am not a poor man.	I am a rich man.	0
It's not unready.	It's not ready.	1
It's not unready.	It's unready.	1
It's not unready.	It's ready.	0
It is not bad to me.	It is not good to me.	1
It is not bad to me.	It is bad to me.	1
It is not bad to me.	It is good to me.	0
I'm not alive.	I'm not dead.	1
I'm not alive.	I'm alive.	1
I'm not alive.	I'm dead.	0
All right, not unofficial suspects.	All right, not official suspects.	1
All right, not unofficial suspects.	All right, unofficial suspects.	1
All right, not unofficial suspects.	All right, official suspects.	0
It does not feel bad.	It does not feel good.	1
It does not feel bad.	It does feel bad.	1
It does not feel bad.	It does feel good.	0
It does not feel evil.	It does not feel good.	1
It does not feel evil.	It does feel evil.	1
It does not feel evil.	It does feel good.	0
Uh, I'm not uncertain.	Uh, I'm not sure.	1
Uh, I'm not uncertain.	Uh, I'm uncertain.	1
Uh, I'm not uncertain.	Uh, I'm sure.	0
Uh, I'm not unsure.	Uh, I'm not sure.	1
Uh, I'm not unsure.	Uh, I'm unsure.	1
Uh, I'm not unsure.	Uh, I'm sure.	0
I know it is not impossible.	I know it is not possible.	1
I know it is not impossible.	I know it is impossible.	1
I know it is not impossible.	I know it is possible.	0
I know it is not actual.	I know it is not possible.	1
I know it is not actual.	I know it is actual.	1
I know it is not actual.	I know it is possible.	0
No, it's not a bad idea, no.	No, it's not a good idea, no.	1
No, it's not a bad idea, no.	No, it's a bad idea, no.	1
No, it's not a bad idea, no.	No, it's a good idea, no.	0
No, it's not an evil idea, no.	No, it's not a good idea, no.	1
No, it's not an evil idea, no.	No, it's an evil idea, no.	1
No, it's not an evil idea, no.	No, it's a good idea, no.	0
He's not awake.	He's not asleep.	1
He's not awake.	He's awake.	1
He's not awake.	He's asleep.	0
You're fat.	You're thin.	1
You're fat.	You're not fat.	1
You're fat.	You're not thin.	0
You're fat.	You're nonfat.	1
You're fat.	You're not nonfat.	0
It's healthy.	It's unhealthy.	1
It's healthy.	It's not healthy.	1
It's healthy.	It's not unhealthy.	0
That's acceptable.	That's unacceptable.	1
That's acceptable.	That's not acceptable.	1
That's acceptable.	That's not unacceptable.	0
I'm guilty.	I'm innocent.	1
I'm guilty.	I'm not guilty.	1
I'm guilty.	I'm not innocent.	0
That's natural.	That's unnatural.	1
That's natural.	That's not natural.	1
That's natural.	That's not unnatural.	0
That's natural.	That's artificial.	1
That's natural.	That's not artificial.	0
That's natural.	That's supernatural.	1
That's natural.	That's not supernatural.	0
That's natural.	That's sharp.	1
That's natural.	That's not sharp.	0
This is a good idea.	This is a bad idea.	1
This is a good idea.	This is not a good idea.	1
This is a good idea.	This is not a bad idea.	0
This is a good idea.	This is an evil idea.	1
This is a good idea.	This is not an evil idea.	0
Something is right.	Something is incorrect.	1
Something is right.	Something is not right.	1
Something is right.	Something is not incorrect.	0
Something is right.	Something is wrong.	1
Something is right.	Something is not wrong.	0
It's a good idea.	It's an evil idea.	1
It's a good idea.	It's not an evil idea.	0
It's fair.	It's unfair.	1
It's fair.	It's not fair.	1
It's fair.	It's not unfair.	0
It's fair.	It's foul.	1
It's fair.	It's not foul.	0
That's fair.	That's unfair.	1
That's fair.	That's not fair.	1
That's fair.	That's not unfair.	0
That's fair.	That's foul.	1
That's fair.	That's not foul.	0
That is fair.	That is unfair.	1
That is fair.	That is not fair.	1
That is fair.	That is not unfair.	0
That is fair.	That is foul.	1
That is fair.	That is not foul.	0
It's polite.	It's impolite.	1
It's polite.	It's not polite.	1
It's polite.	It's not impolite.	0
It's polite.	It's uncivil.	1
It's polite.	It's not uncivil.	0
That is the same.	That is the other.	1
That is the same.	That is not the same.	1
That is the same.	That is not the other.	0
That is the same.	That is different.	1
That is the same.	That is not different.	0
That is the same.	That is unlike.	1
That is the same.	That is not unlike.	0
It's good for you.	It's bad for you.	1
It's good for you.	It's not good for you.	1
It's good for you.	It's not bad for you.	0
It's good for you.	It's evil for you.	1
It's good for you.	It's not evil for you.	0
It's important.	It's unimportant.	1
It's important.	It's not important.	1
It's important.	It's not unimportant.	0
It's important.	It's insignificant.	1
It's important.	It's not insignificant.	0
It's important.	It's noncrucial.	1
It's important.	It's not noncrucial.	0
It is safe.	It is dangerous.	1
It is safe.	It is not safe.	1
It is safe.	It is not dangerous.	0
It is safe.	It is out.	1
It is safe.	It is not out.	0
I'm sure.	I'm uncertain.	1
I'm sure.	I'm not sure.	1
I'm sure.	I'm not uncertain.	0
I'm sure.	I'm unsure.	1
I'm sure.	I'm not unsure.	0
It's likely.	It's improbable.	1
It's likely.	It's not improbable.	0
It's safe.	It's out.	1
It's safe.	It's not out.	0
This is right.	This is incorrect.	1
This is right.	This is not right.	1
This is right.	This is not incorrect.	0
This is right.	This is wrong.	1
This is right.	This is not wrong.	0
He's dangerous.	He's safe.	1
He's dangerous.	He's not dangerous.	1
He's dangerous.	He's not safe.	0
I'm serious.	I'm frivolous.	1
I'm serious.	I'm not serious.	1
I'm serious.	I'm not frivolous.	0
I'm serious.	I'm playful.	1
I'm serious.	I'm not playful.	0
Something's right.	Something's incorrect.	1
Something's right.	Something's not right.	1
Something's right.	Something's not incorrect.	0
Something's right.	Something's wrong.	1
Something's right.	Something's not wrong.	0
It's right.	It's incorrect.	1
It's right.	It's not right.	1
It's right.	It's not incorrect.	0
It's right.	It's wrong.	1
It's right.	It's not wrong.	0
It's possible.	It's actual.	1
It's possible.	It's not actual.	0
That is true.	That is false.	1
That is true.	That is not true.	1
That is true.	That is not false.	0
That is true.	That is untruthful.	1
That is true.	That is not untruthful.	0
That's possible.	That's impossible.	1
That's possible.	That's not possible.	1
That's possible.	That's not impossible.	0
That's possible.	That's actual.	1
That's possible.	That's not actual.	0
That's good.	That's evil.	1
That's good.	That's not evil.	0
It's real.	It's unreal.	1
It's real.	It's not real.	1
It's real.	It's not unreal.	0
It's real.	It's nominal.	1
It's real.	It's not nominal.	0
It's real.	It's insubstantial.	1
It's real.	It's not insubstantial.	0
That's necessary.	That's unnecessary.	1
That's necessary.	That's not necessary.	1
That's necessary.	That's not unnecessary.	0
We have much time.	We have little time.	1
We have much time.	We do not have much time.	1
We have much time.	We do not have little time.	0
It is possible.	It is impossible.	1
It is possible.	It is not possible.	1
It is possible.	It is not impossible.	0
It is possible.	It is actual.	1
It is possible.	It is not actual.	0
That is possible.	That is impossible.	1
That is possible.	That is not possible.	1
That is possible.	That is not impossible.	0
That is possible.	That is actual.	1
That is possible.	That is not actual.	0
He's right.	He's incorrect.	1
He's right.	He's not incorrect.	0
She's breathing.	She's breathless.	1
She's breathing.	She's not breathing.	1
She's breathing.	She's not breathless.	0
I'm sure I can relax.	I'm uncertain I can relax.	1
I'm sure I can relax.	I'm not sure I can relax.	1
I'm sure I can relax.	I'm not uncertain I can relax.	0
I'm sure I can relax.	I'm unsure I can relax.	1
I'm sure I can relax.	I'm not unsure I can relax.	0
It's relevant.	It's irrelevant.	1
It's relevant.	It's not relevant.	1
It's relevant.	It's not irrelevant.	0
It's natural.	It's unnatural.	1
It's natural.	It's not natural.	1
It's natural.	It's not unnatural.	0
It's natural.	It's artificial.	1
It's natural.	It's not artificial.	0
It's natural.	It's supernatural.	1
It's natural.	It's not supernatural.	0
It's natural.	It's sharp.	1
It's natural.	It's not sharp.	0
That is a good idea.	That is a bad idea.	1
That is a good idea.	That is not a good idea.	1
That is a good idea.	That is not a bad idea.	0
That is a good idea.	That is an evil idea.	1
That is a good idea.	That is not an evil idea.	0
It's good.	It's evil.	1
It's good.	It's not evil.	0
That's right.	That's incorrect.	1
That's right.	That's not right.	1
That's right.	That's not incorrect.	0
That's right.	That's wrong.	1
That's right.	That's not wrong.	0
This is healthy.	This is unhealthy.	1
This is healthy.	This is not healthy.	1
This is healthy.	This is not unhealthy.	0
Oh, that's good.	Oh, that's bad.	1
Oh, that's good.	Oh, that's not good.	1
Oh, that's good.	Oh, that's not bad.	0
Oh, that's good.	Oh, that's evil.	1
Oh, that's good.	Oh, that's not evil.	0
No, that's possible.	No, that's impossible.	1
No, that's possible.	No, that's not possible.	1
No, that's possible.	No, that's not impossible.	0
No, that's possible.	No, that's actual.	1
No, that's possible.	No, that's not actual.	0
It's clear.	It's unclear.	1
It's clear.	It's not clear.	1
It's clear.	It's not unclear.	0
It's clear.	It's opaque.	1
It's clear.	It's not opaque.	0
It's clear.	It's ill-defined.	1
It's clear.	It's not ill-defined.	0
It's clear.	It's cloudy.	1
It's clear.	It's not cloudy.	0
WAILING He's breathing.	WAILING He's breathless.	1
WAILING He's breathing.	WAILING He's not breathing.	1
WAILING He's breathing.	WAILING He's not breathless.	0
This is acceptable.	This is unacceptable.	1
This is acceptable.	This is not acceptable.	1
This is acceptable.	This is not unacceptable.	0
Yeah, bad.	Yeah, good.	1
Yeah, bad.	Yeah, not bad.	1
Yeah, bad.	Yeah, not good.	0
Its possible.	Its impossible.	1
Its possible.	Its not possible.	1
Its possible.	Its not impossible.	0
Its possible.	Its actual.	1
Its possible.	Its not actual.	0
We've much time.	We've little time.	1
We've much time.	We've not much time.	1
We've much time.	We've not little time.	0
It's bad, huh?	It's good, huh?	1
It's bad, huh?	It's not bad, huh?	1
It's bad, huh?	It's not good, huh?	0
She's available.	She's unavailable.	1
She's available.	She's not available.	1
She's available.	She's not unavailable.	0
You're serious?	You're frivolous?	1
You're serious?	You're not serious?	1
You're serious?	You're not frivolous?	0
You're serious?	You're playful?	1
You're serious?	You're not playful?	0
It's true.	It's false.	1
It's true.	It's not true.	1
It's true.	It's not false.	0
It's true.	It's untruthful.	1
It's true.	It's not untruthful.	0
Yeah, that's fair.	Yeah, that's unfair.	1
Yeah, that's fair.	Yeah, that's not fair.	1
Yeah, that's fair.	Yeah, that's not unfair.	0
Yeah, that's fair.	Yeah, that's foul.	1
Yeah, that's fair.	Yeah, that's not foul.	0
He's breathing.	He's breathless.	1
He's breathing.	He's not breathing.	1
He's breathing.	He's not breathless.	0
This is fair.	This is unfair.	1
This is fair.	This is not fair.	1
This is fair.	This is not unfair.	0
This is fair.	This is foul.	1
This is fair.	This is not foul.	0
It is true.	It is false.	1
It is true.	It is not true.	1
It is true.	It is not false.	0
It is true.	It is untruthful.	1
It is true.	It is not untruthful.	0
You're a bad guy after all.	You're a good guy after all.	1
You're a bad guy after all.	You're not a bad guy after all.	1
You're a bad guy after all.	You're not a good guy after all.	0
It's the same.	It's the other.	1
It's the same.	It's not the same.	1
It's the same.	It's not the other.	0
It's the same.	It's different.	1
It's the same.	It's not different.	0
It's the same.	It's unlike.	1
It's the same.	It's not unlike.	0
Ah, he's breathing.	Ah, he's breathless.	1
Ah, he's breathing.	Ah, he's not breathing.	1
Ah, he's breathing.	Ah, he's not breathless.	0
It's easy to explain.	It's difficult to explain.	1
It's easy to explain.	It's not easy to explain.	1
It's easy to explain.	It's not difficult to explain.	0
It's easy to explain.	It's uneasy to explain.	1
It's easy to explain.	It's not uneasy to explain.	0
You are serious.	You are frivolous.	1
You are serious.	You are not serious.	1
You are serious.	You are not frivolous.	0
You are serious.	You are playful.	1
You are serious.	You are not playful.	0
He is guilty.	He is innocent.	1
He is guilty.	He is not guilty.	1
He is guilty.	He is not innocent.	0
She's good.	She's evil.	1
She's good.	She's not evil.	0
I was wrong.	I was correct.	1
I was wrong.	I was not wrong.	1
I was wrong.	I was not correct.	0
I was wrong.	I was right.	1
I was wrong.	I was not right.	0
No, he's dead.	No, he's alive.	1
No, he's dead.	No, he's not dead.	1
No, he's dead.	No, he's not alive.	0
I am deaf.	I am hearing.	1
I am deaf.	I am not deaf.	1
I am deaf.	I am not hearing.	0
But that's possible.	But that's impossible.	1
But that's possible.	But that's not possible.	1
But that's possible.	But that's not impossible.	0
But that's possible.	But that's actual.	1
But that's possible.	But that's not actual.	0
I was busy.	I was idle.	1
I was busy.	I was not busy.	1
I was busy.	I was not idle.	0
I'm afraid.	I'm unafraid.	1
I'm afraid.	I'm not afraid.	1
I'm afraid.	I'm not unafraid.	0
They're real.	They're unreal.	1
They're real.	They're not real.	1
They're real.	They're not unreal.	0
They're real.	They're nominal.	1
They're real.	They're not nominal.	0
They're real.	They're insubstantial.	1
They're real.	They're not insubstantial.	0
It's uncommon.	It's common.	1
It's uncommon.	It's not uncommon.	1
It's uncommon.	It's not common.	0
That's the same thing.	That's the other thing.	1
That's the same thing.	That's not the same thing.	1
That's the same thing.	That's not the other thing.	0
That's the same thing.	That's a different thing.	1
That's the same thing.	That's not a different thing.	0
That's the same thing.	That's an unlike thing.	1
That's the same thing.	That's not an unlike thing.	0
That is acceptable.	That is unacceptable.	1
That is acceptable.	That is not acceptable.	1
That is acceptable.	That is not unacceptable.	0
You're afraid, aren't you?	You're unafraid, aren't you?	1
You're afraid, aren't you?	You're not afraid, are you?	1
You're afraid, aren't you?	You're not unafraid, are you?	0
We're open.	We're shut.	1
We're open.	We're not open.	1
We're open.	We're not shut.	0
We're open.	We're closed.	1
We're open.	We're not closed.	0
We're open.	We're unreceptive.	1
We're open.	We're not unreceptive.	0
We're open.	We're covert.	1
We're open.	We're not covert.	0
That's relevant.	That's irrelevant.	1
That's relevant.	That's not relevant.	1
That's relevant.	That's not irrelevant.	0
They're replaceable.	They're irreplaceable.	1
They're replaceable.	They're not replaceable.	1
They're replaceable.	They're not irreplaceable.	0
You're serious, aren't you?	You're frivolous, aren't you?	1
You're serious, aren't you?	You're not serious, are you?	1
You're serious, aren't you?	You're not frivolous, are you?	0
You're serious, aren't you?	You're playful, aren't you?	1
You're serious, aren't you?	You're not playful, are you?	0
This is the same thing.	This is the other thing.	1
This is the same thing.	This is not the same thing.	1
This is the same thing.	This is not the other thing.	0
This is the same thing.	This is a different thing.	1
This is the same thing.	This is not a different thing.	0
This is the same thing.	This is an unlike thing.	1
This is the same thing.	This is not an unlike thing.	0
You're afraid?	You're unafraid?	1
You're afraid?	You're not afraid?	1
You're afraid?	You're not unafraid?	0
This girl's allergies are ordinary.	This girl's allergies are extraordinary.	1
This girl's allergies are ordinary.	This girl's allergies are not ordinary.	1
This girl's allergies are ordinary.	This girl's allergies are not extraordinary.	0
It is fair.	It is unfair.	1
It is fair.	It is not fair.	1
It is fair.	It is not unfair.	0
It is fair.	It is foul.	1
It is fair.	It is not foul.	0
Because it's fair.	Because it's unfair.	1
Because it's fair.	Because it's not fair.	1
Because it's fair.	Because it's not unfair.	0
Because it's fair.	Because it's foul.	1
Because it's fair.	Because it's not foul.	0
You're sick, aren't you?	You're well, aren't you?	1
You're sick, aren't you?	You're not sick, are you?	1
You're sick, aren't you?	You're not well, are you?	0
Is that true?	Is that false?	1
Is that true?	Is that not true?	1
Is that true?	Is that not false?	0
Is that true?	Is that untruthful?	1
Is that true?	Is that not untruthful?	0
That's safe.	That's dangerous.	1
That's safe.	That's not safe.	1
That's safe.	That's not dangerous.	0
That's safe.	That's out.	1
That's safe.	That's not out.	0
Because it's safe.	Because it's dangerous.	1
Because it's safe.	Because it's not safe.	1
Because it's safe.	Because it's not dangerous.	0
Because it's safe.	Because it's out.	1
Because it's safe.	Because it's not out.	0
She's underage.	She's major.	1
She's underage.	She's not underage.	1
She's underage.	She's not major.	0
But that's relevant.	But that's irrelevant.	1
But that's relevant.	But that's not relevant.	1
But that's relevant.	But that's not irrelevant.	0
That's a good idea.	That's an evil idea.	1
That's a good idea.	That's not an evil idea.	0
The Fuhrer is dead.	The Fuhrer is alive.	1
The Fuhrer is dead.	The Fuhrer is not dead.	1
The Fuhrer is dead.	The Fuhrer is not alive.	0
That's...possible.	That's...impossible.	1
That's...possible.	That's...not possible.	1
That's...possible.	That's...not impossible.	0
That's...possible.	That's...actual.	1
That's...possible.	That's...not actual.	0
I'm unhappy.	I'm euphoric.	1
I'm unhappy.	I'm not euphoric.	0
You see, I know that's true.	You see, I know that's false.	1
You see, I know that's true.	You see, I know that's not true.	1
You see, I know that's true.	You see, I know that's not false.	0
You see, I know that's true.	You see, I know that's untruthful.	1
You see, I know that's true.	You see, I know that's not untruthful.	0
It's what you would call ethical.	It's what you would call unethical.	1
It's what you would call ethical.	It's not what you would call ethical.	1
It's what you would call ethical.	It's not what you would call unethical.	0
Something's right to me.	Something's incorrect to me.	1
Something's right to me.	Something's not right to me.	1
Something's right to me.	Something's not incorrect to me.	0
Something's right to me.	Something's wrong to me.	1
Something's right to me.	Something's not wrong to me.	0
Um, I'm sure.	Um, I'm uncertain.	1
Um, I'm sure.	Um, I'm not sure.	1
Um, I'm sure.	Um, I'm not uncertain.	0
Um, I'm sure.	Um, I'm unsure.	1
Um, I'm sure.	Um, I'm not unsure.	0
He's dead.	He's alive.	1
He's dead.	He's not dead.	1
He's dead.	He's not alive.	0
She's bright.	She's dull.	1
She's bright.	She's not bright.	1
She's bright.	She's not dull.	0
She's bright.	She's dimmed.	1
She's bright.	She's not dimmed.	0
He's like the other guys.	He's different from the other guys.	1
He's like the other guys.	He's not like the other guys.	1
He's like the other guys.	He's not different from the other guys.	0
He's like the other guys.	He's unlike the other guys.	1
He's like the other guys.	He's not unlike the other guys.	0
That's important.	That's unimportant.	1
That's important.	That's not important.	1
That's important.	That's not unimportant.	0
That's important.	That's insignificant.	1
That's important.	That's not insignificant.	0
That's important.	That's noncrucial.	1
That's important.	That's not noncrucial.	0
That's fair, Nance.	That's unfair, Nance.	1
That's fair, Nance.	That's not fair, Nance.	1
That's fair, Nance.	That's not unfair, Nance.	0
That's fair, Nance.	That's foul, Nance.	1
That's fair, Nance.	That's not foul, Nance.	0
But something's right.	But something's incorrect.	1
But something's right.	But something's not right.	1
But something's right.	But something's not incorrect.	0
But something's right.	But something's wrong.	1
But something's right.	But something's not wrong.	0
This is a good sign.	This is a bad sign.	1
This is a good sign.	This is not a good sign.	1
This is a good sign.	This is not a bad sign.	0
This is a good sign.	This is an evil sign.	1
This is a good sign.	This is not an evil sign.	0
That's wise.	That's foolish.	1
That's wise.	That's not wise.	1
That's wise.	That's not foolish.	0
It's attractive.	It's unattractive.	1
It's attractive.	It's not attractive.	1
It's attractive.	It's not unattractive.	0
It's attractive.	It's repulsive.	1
It's attractive.	It's not repulsive.	0
No, that's a good idea.	No, that's a bad idea.	1
No, that's a good idea.	No, that's not a good idea.	1
No, that's a good idea.	No, that's not a bad idea.	0
No, that's a good idea.	No, that's an evil idea.	1
No, that's a good idea.	No, that's not an evil idea.	0
You're bad yourself.	You're good yourself.	1
You're bad yourself.	You're not bad yourself.	1
You're bad yourself.	You're not good yourself.	0
This is logical.	This is illogical.	1
This is logical.	This is not logical.	1
This is logical.	This is not illogical.	0
This is logical.	This is incoherent.	1
This is logical.	This is not incoherent.	0
They are dead.	They are alive.	1
They are dead.	They are not dead.	1
They are dead.	They are not alive.	0
She's stable.	She's unstable.	1
She's stable.	She's not stable.	1
She's stable.	She's not unstable.	0
She's possible.	She's impossible.	1
She's possible.	She's not possible.	1
She's possible.	She's not impossible.	0
She's possible.	She's actual.	1
She's possible.	She's not actual.	0
But it's fair.	But it's unfair.	1
But it's fair.	But it's not fair.	1
But it's fair.	But it's not unfair.	0
But it's fair.	But it's foul.	1
But it's fair.	But it's not foul.	0
It is convenient.	It is inconvenient.	1
It is convenient.	It is not convenient.	1
It is convenient.	It is not inconvenient.	0
It is convenient.	It is incommodious.	1
It is convenient.	It is not incommodious.	0
It's a big deal.	It's unimportant.	1
It's a big deal.	It's not a big deal.	1
It's a big deal.	It's not unimportant.	0
It's a big deal.	It's insignificant.	1
It's a big deal.	It's not insignificant.	0
It's a big deal.	It's a small deal.	1
It's a big deal.	It's not a small deal.	0
It's a big deal.	It's a little deal.	1
It's a big deal.	It's not a little deal.	0
It's necessary.	It's unnecessary.	1
It's necessary.	It's not necessary.	1
It's necessary.	It's not unnecessary.	0
They're dead.	They're alive.	1
They're dead.	They're not dead.	1
They're dead.	They're not alive.	0
It's difficult.	It's manageable.	1
It's difficult.	It's not manageable.	0
Be afraid of him.	Be unafraid of him.	1
Be afraid of him.	Be not afraid of him.	1
Be afraid of him.	Be not unafraid of him.	0
It's decent.	It's indecent.	1
It's decent.	It's not decent.	1
It's decent.	It's not indecent.	0
You're serious.	You're frivolous.	1
You're serious.	You're not serious.	1
You're serious.	You're not frivolous.	0
You're serious.	You're playful.	1
You're serious.	You're not playful.	0
We're safe, aren't we?	We're in danger, aren't we?	1
We're safe, aren't we?	We're not safe, are we?	1
We're safe, aren't we?	We're not in danger, are we?	0
We're safe, aren't we?	We're out, aren't we?	1
We're safe, aren't we?	We're not out, are we?	0
It's a good time.	It's a bad time.	1
It's a good time.	It's not a good time.	1
It's a good time.	It's not a bad time.	0
It's a good time.	It's an evil time.	1
It's a good time.	It's not an evil time.	0
I'm good at this.	I'm bad at this.	1
I'm good at this.	I'm not good at this.	1
I'm good at this.	I'm not bad at this.	0
I'm good at this.	I'm evil at this.	1
I'm good at this.	I'm not evil at this.	0
This is easy.	This is difficult.	1
This is easy.	This is not easy.	1
This is easy.	This is not difficult.	0
This is easy.	This is uneasy.	1
This is easy.	This is not uneasy.	0
She is stable.	She is unstable.	1
She is stable.	She is not stable.	1
She is stable.	She is not unstable.	0
She's safe.	She's in danger.	1
She's safe.	She's not safe.	1
She's safe.	She's not in danger.	0
She's safe.	She's out.	1
She's safe.	She's not out.	0
But it's right.	But it's incorrect.	1
But it's right.	But it's not right.	1
But it's right.	But it's not incorrect.	0
But it's right.	But it's wrong.	1
But it's right.	But it's not wrong.	0
It is natural.	It is unnatural.	1
It is natural.	It is not natural.	1
It is natural.	It is not unnatural.	0
It is natural.	It is artificial.	1
It is natural.	It is not artificial.	0
It is natural.	It is supernatural.	1
It is natural.	It is not supernatural.	0
It is natural.	It is sharp.	1
It is natural.	It is not sharp.	0
That's fair, you're hiding.	That's unfair, you're hiding.	1
That's fair, you're hiding.	That's not fair, you're hiding.	1
That's fair, you're hiding.	That's not unfair, you're hiding.	0
That's fair, you're hiding.	That's foul, you're hiding.	1
That's fair, you're hiding.	That's not foul, you're hiding.	0
You're afraid of him?	You're unafraid of him?	1
You're afraid of him?	You're not afraid of him?	1
You're afraid of him?	You're not unafraid of him?	0
But it is possible.	But it is impossible.	1
But it is possible.	But it is not possible.	1
But it is possible.	But it is not impossible.	0
But it is possible.	But it is actual.	1
But it is possible.	But it is not actual.	0
I'm perfect.	I'm imperfect.	1
I'm perfect.	I'm not perfect.	1
I'm perfect.	I'm not imperfect.	0
It's much further.	It's near.	1
It's much further.	It's not much further.	1
It's much further.	It's not near.	0
It's...going to be easy.	It's...going to be difficult.	1
It's...going to be easy.	It's not...going to be easy.	1
It's...going to be easy.	It's not...going to be difficult.	0
It's...going to be easy.	It's...going to be uneasy.	1
It's...going to be easy.	It's not...going to be uneasy.	0
It's unusual.	It's usual.	1
It's unusual.	It's not unusual.	1
It's unusual.	It's not usual.	0
It's unusual.	It's familiar.	1
It's unusual.	It's not familiar.	0
You know that's true.	You know that's false.	1
You know that's true.	You know that's not true.	1
You know that's true.	You know that's not false.	0
You know that's true.	You know that's untruthful.	1
You know that's true.	You know that's not untruthful.	0
It's normal behaviour.	It's abnormal behaviour.	1
It's normal behaviour.	It's not normal behaviour.	1
It's normal behaviour.	It's not abnormal behaviour.	0
It's normal behaviour.	It's paranormal behaviour.	1
It's normal behaviour.	It's not paranormal behaviour.	0
That's good, isn't it?	That's evil, isn't it?	1
That's good, isn't it?	That's not evil, is it?	0
It is illegal.	It is legal.	1
It is illegal.	It is not illegal.	1
It is illegal.	It is not legal.	0
It's healthy for you.	It's unhealthy for you.	1
It's healthy for you.	It's not healthy for you.	1
It's healthy for you.	It's not unhealthy for you.	0
Ooh, that's good.	Ooh, that's bad.	1
Ooh, that's good.	Ooh, that's not good.	1
Ooh, that's good.	Ooh, that's not bad.	0
Ooh, that's good.	Ooh, that's evil.	1
Ooh, that's good.	Ooh, that's not evil.	0
This was a good idea.	This was a bad idea.	1
This was a good idea.	This was not a good idea.	1
This was a good idea.	This was not a bad idea.	0
This was a good idea.	This was an evil idea.	1
This was a good idea.	This was not an evil idea.	0
That's respectful.	That's disrespectful.	1
That's respectful.	That's not respectful.	1
That's respectful.	That's not disrespectful.	0
You're sane.	You're insane.	1
You're sane.	You're not sane.	1
You're sane.	You're not insane.	0
Life's fair.	Life's unfair.	1
Life's fair.	Life's not fair.	1
Life's fair.	Life's not unfair.	0
Why he said you're available?	Why he said you're unavailable?	1
Why he said you're available?	Why he said you're not available?	1
Why he said you're available?	Why he said you're not unavailable?	0
She's ready.	She's unready.	1
She's ready.	She's not ready.	1
She's ready.	She's not unready.	0
You're being fair.	You're being unfair.	1
You're being fair.	You're not being fair.	1
You're being fair.	You're not being unfair.	0
Oh, he's fictional.	Oh, he's nonfictional.	1
Oh, he's fictional.	Oh, he's not fictional.	1
Oh, he's fictional.	Oh, he's not nonfictional.	0
Why would he say it if it's true?	Why would he say it if it's false?	1
Why would he say it if it's true?	Why would he say it if it's not true?	1
Why would he say it if it's true?	Why would he say it if it's not false?	0
Why would he say it if it's true?	Why would he say it if it's untruthful?	1
Why would he say it if it's true?	Why would he say it if it's not untruthful?	0
I'm good at heights.	I'm bad at heights.	1
I'm good at heights.	I'm not good at heights.	1
I'm good at heights.	I'm not bad at heights.	0
I'm good at heights.	I'm evil at heights.	1
I'm good at heights.	I'm not evil at heights.	0
It's normal.	It's abnormal.	1
It's normal.	It's not normal.	1
It's normal.	It's not abnormal.	0
It's normal.	It's paranormal.	1
It's normal.	It's not paranormal.	0
She's guilty.	She's innocent.	1
She's guilty.	She's not guilty.	1
She's guilty.	She's not innocent.	0
Oh, that's right.	Oh, that's incorrect.	1
Oh, that's right.	Oh, that's not right.	1
Oh, that's right.	Oh, that's not incorrect.	0
Oh, that's right.	Oh, that's wrong.	1
Oh, that's right.	Oh, that's not wrong.	0
Oh, that's possible.	Oh, that's impossible.	1
Oh, that's possible.	Oh, that's not possible.	1
Oh, that's possible.	Oh, that's not impossible.	0
Oh, that's possible.	Oh, that's actual.	1
Oh, that's possible.	Oh, that's not actual.	0
That will be necessary.	That will be unnecessary.	1
That will be necessary.	That will not be necessary.	1
That will be necessary.	That will not be unnecessary.	0
If my information is correct.	If my information is incorrect.	1
If my information is correct.	If my information is not correct.	1
If my information is correct.	If my information is not incorrect.	0
If my information is correct.	If my information is wrong.	1
If my information is correct.	If my information is not wrong.	0
The boy told you, we're open.	The boy told you, we're shut.	1
The boy told you, we're open.	The boy told you, we're not open.	1
The boy told you, we're open.	The boy told you, we're not shut.	0
The boy told you, we're open.	The boy told you, we're closed.	1
The boy told you, we're open.	The boy told you, we're not closed.	0
The boy told you, we're open.	The boy told you, we're unreceptive.	1
The boy told you, we're open.	The boy told you, we're not unreceptive.	0
That's polite.	That's impolite.	1
That's polite.	That's not polite.	1
That's polite.	That's not impolite.	0
That's polite.	That's uncivil.	1
That's polite.	That's not uncivil.	0
That's accurate.	That's inaccurate.	1
That's accurate.	That's not accurate.	1
That's accurate.	That's not inaccurate.	0
He's that bad.	He's that good.	1
He's that bad.	He's not that bad.	1
He's that bad.	He's not that good.	0
No, honey, you're dead.	No, honey, you're alive.	1
No, honey, you're dead.	No, honey, you're not dead.	1
No, honey, you're dead.	No, honey, you're not alive.	0
Oh, that is good.	Oh, that is bad.	1
Oh, that is good.	Oh, that is not good.	1
Oh, that is good.	Oh, that is not bad.	0
Oh, that is good.	Oh, that is evil.	1
Oh, that is good.	Oh, that is not evil.	0
That's a good sign.	That's a bad sign.	1
That's a good sign.	That's not a good sign.	1
